Date,X2110760,X2110777,X2110815,X2172020,X2172040,X2172050,X21720698,X21720710,X21989784,X21989791
1987-02-18,0.027977359,NA,0.056970591,0.043826272,0.042091616,0.053883807,NA,23.91526162,NA,NA
1987-02-19,0.03263956,0.040361635,0.057854574,0.044260648,0.040793683,0.053443769,NA,23.84484429,NA,NA
1987-02-20,0.033065669,0.084742482,0.057854574,0.044695303,0.040793683,0.054764591,NA,23.91526162,NA,NA
1987-02-21,0.033918965,0.177937289,0.055646304,0.042524848,0.03949845,0.052564405,NA,25.32949064,NA,NA
1987-02-22,0.03477367,0.323904834,0.060511801,0.041658676,0.03777581,0.047308976,NA,24.76245822,NA,NA
1987-02-23,0.036916402,0.084742482,0.059625191,0.041658676,0.03777581,0.04295837,NA,22.79197304,NA,NA
1987-02-24,0.03906732,0.323904834,0.058739445,0.04295837,0.03777581,0.047308976,NA,24.26776981,NA,NA
1987-02-25,0.038205996,0.576845159,0.049494317,0.042524848,0.038205996,0.064957437,NA,24.19721203,NA,NA
1987-02-26,0.037345944,0.837710192,0.068081393,0.042524848,0.042524848,0.101164037,NA,25.0457517,NA,NA
1987-02-27,0.035201541,1.375433635,NA,0.041658676,0.040361635,0.123796902,NA,24.83323977,NA,NA
1987-02-28,0.036487187,0.837710192,NA,0.041658676,0.042091616,0.127985357,NA,24.19721203,NA,NA
1987-03-01,0.036487187,0.084742482,NA,0.041226031,0.038636501,0.092473284,NA,22.65207235,NA,NA
1987-03-02,0.030514559,0.040361635,0.055646304,0.03906732,0.03477367,0.048182335,NA,22.86196608,NA,NA
1987-03-03,0.030514559,NA,0.054764591,0.037345944,0.03263956,0.03992989,NA,23.84484429,NA,NA
1987-03-04,0.031363432,0.040361635,0.054764591,0.03777581,0.03263956,0.03777581,NA,24.90404921,NA,NA
1987-03-05,0.031363432,0.040361635,0.056970591,0.038636501,0.033492139,0.03777581,NA,26.68330219,NA,NA
1987-03-06,0.031788437,0.040361635,0.050370244,0.03906732,0.034346143,0.038205996,NA,28.33539532,NA,NA
1987-03-07,0.031363432,NA,0.051247172,0.03949845,0.03477367,0.03949845,NA,29.49317021,NA,NA
1987-03-08,0.030938805,NA,0.046872691,0.03992989,0.035201541,0.042524848,NA,28.69645445,NA,NA
1987-03-09,0.029667229,NA,0.055646304,0.040361635,0.035629754,0.047308976,NA,27.11288785,NA,NA
1987-03-10,0.027977359,NA,0.046872691,0.040361635,0.035629754,0.045565442,NA,28.9857902,NA,NA
1987-03-11,0.02671431,NA,0.050370244,0.03906732,0.035629754,0.045130235,NA,30.14746042,NA,NA
1987-03-12,0.02671431,NA,0.054764591,0.038636501,0.035201541,0.04295837,NA,28.76874772,NA,NA
1987-03-13,0.027555919,NA,0.053883807,0.03906732,0.035629754,0.063176706,NA,27.68720285,NA,NA
1987-03-14,0.033492139,NA,0.044695303,0.03906732,0.036916402,0.103918922,NA,26.75483116,NA,NA
1987-03-15,0.035201541,NA,0.047745524,0.036916402,0.036916402,0.096126285,NA,25.96952652,NA,NA
1987-03-16,0.031788437,NA,0.054764591,0.036487187,0.036487187,NA,NA,25.68478913,NA,NA
1987-03-17,0.028399215,NA,0.046000922,0.036916402,0.036916402,0.092929399,NA,26.25470603,NA,NA
1987-03-18,0.025874434,NA,0.053003967,0.036487187,0.035629754,0.088374981,NA,25.89830069,NA,NA
1987-03-19,0.030090698,NA,0.051247172,0.036058303,0.03477367,0.07435726,NA,25.8271025,NA,NA
1987-03-20,0.028821483,NA,0.043826272,0.036487187,0.033065669,0.056970591,NA,25.68478913,NA,NA
1987-03-21,0.029244156,NA,0.051247172,0.036487187,0.03263956,0.046872691,NA,24.05618065,NA,NA
1987-03-22,0.030514559,NA,0.053003967,0.037345944,0.033918965,0.049494317,NA,24.40896945,NA,NA
1987-03-23,0.030090698,NA,0.047745524,0.038205996,0.036058303,0.065403124,NA,23.91526162,NA,NA
1987-03-24,0.028399215,NA,0.050370244,0.038205996,0.036058303,0.07031859,NA,23.84484429,NA,NA
1987-03-25,0.029244156,NA,0.044695303,0.037345944,0.035201541,0.069423142,NA,23.1422223,NA,NA
1987-03-26,0.029244156,NA,0.051247172,0.035629754,0.033492139,0.056528935,NA,21.67596912,NA,NA
1987-03-27,0.029667229,NA,0.049494317,0.033918965,0.031363432,0.042524848,NA,22.02393236,NA,NA
1987-03-28,0.031363432,0.084742482,0.053003967,0.03477367,0.030938805,0.041658676,NA,22.30281969,NA,NA
1987-03-29,0.03263956,0.177937289,0.046000922,0.036487187,0.031788437,0.051247172,NA,23.42293208,NA,NA
1987-03-30,0.031363432,0.22594019,0.049494317,0.036487187,0.03477367,0.074806906,NA,22.3726131,NA,NA
1987-03-31,0.035629754,0.084742482,0.049494317,0.036058303,0.033065669,0.049932155,NA,19.74078099,NA,NA
1987-04-01,0.035629754,0.084742482,0.057854574,0.033065669,0.030090698,0.03477367,NA,20.9129905,NA,NA
1987-04-02,0.036487187,0.084742482,0.050370244,0.033918965,0.030090698,0.03477367,NA,20.84380288,NA,NA
1987-04-03,0.038205996,0.084742482,0.051247172,0.033918965,0.030090698,0.035629754,NA,21.8846608,NA,NA
1987-04-04,0.038636501,0.084742482,0.054764591,0.033492139,0.030514559,0.03477367,NA,24.69170457,NA,NA
1987-04-05,0.042524848,0.084742482,0.061399264,0.034346143,0.030514559,0.035201541,NA,26.89797152,NA,NA
1987-04-06,0.043826272,0.323904834,0.056970591,0.034346143,0.030938805,0.03777581,NA,27.39982654,NA,NA
1987-04-07,0.04295837,0.525521437,0.050370244,0.033065669,0.030938805,0.03906732,NA,28.40755282,NA,NA
1987-04-08,0.042524848,0.323904834,0.053003967,0.031788437,0.029244156,0.036487187,NA,29.20307646,NA,NA
1987-04-09,0.040793683,0.525521437,0.050370244,0.031788437,0.029244156,0.036487187,NA,28.9857902,NA,NA
1987-04-10,0.043392179,0.576845159,0.050370244,0.032213814,0.029244156,0.03906732,NA,28.69645445,NA,NA
1987-04-11,0.04295837,0.22594019,0.051247172,0.033065669,0.029667229,0.041658676,NA,24.97488653,NA,NA
1987-04-12,0.042524848,0.130782698,0.053003967,0.038636501,0.030938805,0.052125084,NA,25.54258654,NA,NA
1987-04-13,0.04295837,0.576845159,0.054764591,0.042091616,0.034346143,0.071214787,NA,24.33835562,NA,NA
1987-04-14,0.033065669,1.158193125,0.046000922,0.038636501,0.03477367,0.0788616,NA,28.11908603,NA,NA
1987-04-15,0.031363432,0.576845159,0.056970591,0.033918965,0.033065669,0.12938353,NA,28.11908603,NA,NA
1987-04-16,0.031363432,0.084742482,0.042091616,0.032213814,0.033918965,NA,NA,27.04122165,NA,NA
1987-04-17,0.029244156,0.040361635,0.046000922,NA,0.037345944,NA,NA,26.6118007,NA,NA
1987-04-18,0.033065669,0.084742482,0.049494317,NA,0.036916402,NA,NA,26.68330219,NA,NA
1987-04-19,0.03477367,0.130782698,0.054764591,NA,0.033918965,NA,NA,26.32606988,NA,NA
1987-04-20,0.035201541,0.130782698,0.049494317,0.033918965,0.03263956,0.048182335,NA,26.6118007,NA,NA
1987-04-21,0.025455161,0.177937289,0.060511801,0.033918965,0.031788437,0.054764591,NA,26.89797152,NA,NA
1987-04-22,0.025455161,0.373682554,0.053883807,0.034346143,0.031363432,0.049056733,NA,25.89830069,NA,NA
1987-04-23,0.027555919,0.373682554,0.053003967,0.03477367,0.030938805,0.049932155,NA,25.8271025,NA,NA
1987-04-24,0.028821483,0.27463172,0.060511801,0.03477367,0.030090698,0.054324082,NA,25.47152683,NA,NA
1987-04-25,0.029244156,0.177937289,0.052125084,0.036058303,0.033918965,0.058296899,NA,25.75593198,NA,NA
1987-04-26,0.028821483,0.525521437,0.051247172,0.037345944,0.036058303,0.084289129,NA,26.39746128,NA,NA
1987-04-27,0.027555919,0.890617354,0.051247172,0.03906732,0.036058303,0.191779217,NA,27.25630244,NA,NA
1987-04-28,0.0271349,0.323904834,0.052125084,0.03777581,0.03263956,0.192257732,NA,26.6118007,NA,NA
1987-04-29,0.026294152,0.084742482,0.057854574,NA,0.033918965,0.120081634,NA,26.11206107,NA,NA
1987-04-30,0.023782655,0.040361635,0.054764591,NA,0.030514559,0.060068388,NA,24.90404921,NA,NA
1987-05-01,0.02294925,0.040361635,0.052125084,0.027977359,0.028821483,0.047745524,NA,23.98570708,NA,NA
1987-05-02,0.022533285,NA,0.061399264,0.028399215,0.028399215,0.047745524,NA,25.47152683,NA,NA
1987-05-03,0.022533285,0.040361635,0.059625191,0.029667229,0.028399215,0.051686006,NA,26.46888023,NA,NA
1987-05-04,0.021702871,0.040361635,0.055646304,0.029667229,0.028821483,0.057412471,NA,27.25630244,NA,NA
1987-05-05,0.02294925,0.040361635,0.059625191,0.027555919,0.033065669,0.048619405,NA,28.8410681,NA,NA
1987-05-06,0.022533285,0.27463172,0.053883807,0.027555919,0.033918965,0.066295095,NA,29.71102419,NA,NA
1987-05-07,0.022117823,0.084742482,0.051247172,0.027977359,0.032213814,0.08655748,NA,28.19116192,NA,NA
1987-05-08,0.021288437,0.084742482,0.054764591,0.0271349,0.032213814,0.067634527,NA,27.47162963,NA,NA
1987-05-09,0.021702871,0.130782698,0.053003967,0.02671431,0.029667229,0.057412471,NA,27.47162963,NA,NA
1987-05-10,0.020461163,0.084742482,0.056970591,0.027555919,0.031363432,0.058739445,NA,26.89797152,NA,NA
1987-05-11,0.021702871,0.27463172,0.061399264,0.028821483,0.033065669,0.083382904,NA,26.68330219,NA,NA
1987-05-12,0.022533285,0.890617354,0.062287569,0.027555919,0.030938805,0.068528451,NA,26.39746128,NA,NA
1987-05-13,0.022533285,1.212258165,0.064957437,0.027555919,0.030938805,0.058296899,NA,24.40896945,NA,NA
1987-05-14,0.023782655,1.816913569,0.056970591,0.027555919,0.030514559,0.053443769,NA,25.8271025,NA,NA
1987-05-15,0.024617978,1.650358854,0.070766596,0.028821483,0.030938805,0.057854574,NA,26.04077999,NA,NA
1987-05-16,0.02671431,1.705750839,0.059625191,0.029667229,0.032213814,0.060955426,NA,25.54258654,NA,NA
1987-05-17,0.029667229,2.722062702,0.061399264,0.030090698,0.033918965,0.068528451,NA,26.46888023,NA,NA
1987-05-18,0.032213814,1.430134285,0.064957437,0.029244156,0.03263956,0.064957437,NA,25.18756556,NA,NA
1987-05-19,0.032213814,1.266490396,0.064957437,0.029244156,0.031788437,0.053883807,NA,24.55028109,NA,NA
1987-05-20,0.033065669,2.153224836,0.060511801,0.032213814,0.032213814,0.053443769,NA,25.0457517,NA,NA
1987-05-21,0.033918965,5.13678774,0.062287569,0.031788437,0.031363432,NA,NA,26.46888023,NA,NA
1987-05-22,0.037345944,4.358848383,0.066741377,0.03263956,0.032213814,0.063621584,NA,26.18336976,NA,NA
1987-05-23,0.03992989,2.722062702,0.058739445,0.03263956,0.031788437,0.060511801,NA,25.54258654,NA,NA
1987-05-24,0.050808584,2.550405858,0.069870772,0.032213814,0.031788437,0.049932155,NA,25.40049486,NA,NA
1987-05-25,0.057412471,3.299849121,0.07525673,0.03263956,0.033065669,0.049494317,NA,25.11664472,NA,NA
1987-05-26,0.053003967,4.716630752,0.071663164,0.033492139,0.03263956,0.054324082,NA,25.96952652,NA,NA
1987-05-27,0.048619405,6.597787486,0.073458504,0.034346143,0.03477367,0.08202478,NA,26.39746128,NA,NA
1987-05-28,0.048182335,5.25735376,0.081120183,0.034346143,0.03777581,0.114060514,NA,26.96958287,NA,NA
1987-05-29,0.046436672,4.062444321,0.073458504,0.033918965,0.035629754,0.094298622,NA,26.46888023,NA,NA
1987-05-30,0.047745524,3.82652097,0.084742482,0.033492139,0.033065669,0.063621584,NA,25.96952652,NA,NA
1987-05-31,0.047745524,3.241704713,0.077959348,0.03477367,0.033918965,0.058296899,NA,26.18336976,NA,NA
1987-06-01,0.047745524,3.183638673,0.08202478,0.035629754,0.03477367,0.055205332,NA,26.18336976,NA,NA
1987-06-02,0.047308976,3.125652028,0.071663164,0.03477367,0.033492139,0.038636501,NA,25.40049486,NA,NA
1987-06-03,0.050370244,4.299437703,0.081120183,0.035629754,0.033492139,0.037345944,NA,25.40049486,NA,NA
1987-06-04,0.051686006,5.985369894,0.084742482,0.03477367,0.033065669,0.036916402,NA,25.54258654,NA,NA
1987-06-05,0.053003967,6.474903721,0.127053799,0.03477367,0.03263956,0.046436672,NA,25.54258654,NA,NA
1987-06-06,0.051686006,6.474903721,0.561414534,0.03477367,0.03263956,0.051686006,NA,25.54258654,NA,NA
1987-06-07,0.049056733,4.537460433,0.289848242,NA,0.033492139,0.06584901,NA,25.32949064,NA,NA
1987-06-08,0.048619405,4.240091339,0.105758191,0.034346143,0.033918965,0.069423142,NA,25.18756556,NA,NA
1987-06-09,0.047745524,4.537460433,0.09338566,0.03477367,0.034346143,0.060955426,NA,25.11664472,NA,NA
1987-06-10,0.051247172,7.774651592,0.121009752,0.03477367,0.034346143,0.056970591,NA,24.69170457,NA,NA
1987-06-11,0.057854574,16.54497386,0.785029301,0.035629754,0.03477367,0.067187854,NA,24.40896945,NA,NA
1987-06-12,0.056087506,14.54104696,0.764023053,0.035201541,0.035201541,0.08202478,NA,23.21235728,NA,NA
1987-06-13,0.055205332,10.2393614,0.35520999,0.034346143,0.03477367,0.046872691,NA,21.8846608,NA,NA
1987-06-14,0.053003967,8.212357341,0.092473284,0.035201541,0.035629754,0.03777581,NA,21.39811713,NA,NA
1987-06-15,0.053443769,7.899491085,0.104838291,0.035201541,0.036487187,0.063621584,NA,21.67596912,NA,NA
1987-06-16,0.053883807,8.715176259,0.099788433,0.035629754,0.036058303,0.066295095,NA,22.30281969,NA,NA
1987-06-17,0.055205332,9.410899505,0.098872055,0.035201541,0.036058303,0.062732034,NA,22.86196608,NA,NA
1987-06-18,0.056970591,9.6014923,0.11221201,0.038636501,0.035629754,0.063621584,NA,23.42293208,NA,NA
1987-06-19,0.058296899,8.087080215,0.11221201,0.036916402,0.035201541,0.061843312,NA,23.49318024,NA,NA
1987-06-20,0.056087506,4.597122567,0.106678617,0.03477367,0.03477367,0.058739445,NA,23.35271219,NA,NA
1987-06-21,0.050808584,3.591712931,0.107599565,0.036058303,0.035629754,0.059625191,NA,23.21235728,NA,NA
1987-06-22,0.050808584,4.121594014,0.104838291,0.036487187,0.036058303,0.060068388,NA,23.00203741,NA,NA
1987-06-23,0.050808584,5.499158196,0.108521032,0.035629754,0.035629754,0.060955426,NA,22.79197304,NA,NA
1987-06-24,0.052125084,5.01645034,0.11221201,0.036058303,0.036058303,NA,NA,22.72200846,NA,NA
1987-06-25,0.057854574,7.277087935,0.423906753,0.036487187,0.036916402,0.045130235,NA,22.72200846,NA,NA
1987-06-26,0.058739445,4.776475763,0.289848242,0.037345944,0.037345944,0.044695303,NA,22.65207235,NA,NA
1987-06-27,0.053003967,3.06774584,0.104838291,0.036058303,0.036487187,0.03906732,NA,22.58216474,NA,NA
1987-06-28,0.050370244,3.416369091,0.109443014,0.03777581,0.036916402,0.03992989,NA,22.65207235,NA,NA
1987-06-29,0.049494317,2.550405858,0.105758191,0.03777581,0.038205996,0.046872691,NA,22.93198754,NA,NA
1987-06-30,0.048619405,1.928561114,0.117300126,0.036916402,0.03777581,0.046872691,NA,22.72200846,NA,NA
1987-07-01,0.049494317,1.32088401,0.109443014,0.036058303,0.037345944,0.041658676,NA,25.32949064,NA,NA
1987-07-02,0.049494317,1.266490396,0.100705365,0.038205996,0.038205996,0.03949845,NA,27.18458145,NA,NA
1987-07-03,0.049932155,1.158193125,0.107599565,0.035201541,0.038636501,0.037345944,NA,26.82638761,NA,NA
1987-07-04,0.050370244,1.650358854,0.096126285,0.036058303,0.044260648,0.036916402,NA,27.25630244,NA,NA
1987-07-05,0.051247172,2.153224836,0.107599565,0.037345944,0.042091616,0.03777581,NA,28.47973749,NA,NA
1987-07-06,0.050808584,3.299849121,0.107599565,0.038205996,0.03906732,0.038205996,NA,28.8410681,NA,NA
1987-07-07,0.051686006,4.537460433,NA,0.037345944,0.036916402,0.041226031,NA,29.20307646,NA,NA
1987-07-08,0.052125084,5.076590245,NA,0.038205996,0.036916402,0.048619405,NA,29.34806927,NA,NA
1987-07-09,0.052125084,5.317721434,NA,0.03777581,0.036916402,0.048619405,NA,28.8410681,NA,NA
1987-07-10,0.051247172,6.290949626,NA,0.036916402,0.038636501,0.051686006,NA,21.67596912,NA,NA
1987-07-11,0.050370244,7.339124176,NA,0.038205996,0.040361635,0.069423142,NA,21.32872636,NA,NA
1987-07-12,0.050370244,7.463334212,NA,0.03949845,0.047308976,0.120081634,NA,20.42928978,NA,NA
1987-07-13,0.050808584,5.924408296,NA,0.043392179,0.06451195,0.200404368,NA,20.36030662,NA,NA
1987-07-14,0.047308976,3.944346178,NA,0.043826272,0.068081393,0.23174929,NA,24.76245822,NA,NA
1987-07-15,0.045565442,3.241704713,NA,0.041226031,0.058296899,0.178413447,NA,28.47973749,NA,NA
1987-07-16,0.044695303,3.241704713,NA,0.040361635,0.053443769,0.138261365,NA,20.22242828,NA,NA
1987-07-17,0.045130235,3.533190997,NA,0.038205996,0.044260648,0.111750195,NA,19.26058332,NA,NA
1987-07-18,0.045130235,2.722062702,NA,0.038205996,0.040361635,0.065403124,NA,19.26058332,NA,NA
1987-07-19,0.046436672,2.664752806,NA,0.03906732,0.03992989,0.060068388,NA,19.26058332,NA,NA
1987-07-20,0.049056733,3.767712519,NA,0.03906732,0.03992989,0.054764591,NA,19.19210261,NA,NA
1987-07-21,0.050370244,4.656846182,NA,0.03949845,0.040793683,0.054764591,NA,19.12365173,NA,NA
1987-07-22,0.052564405,6.352217736,NA,0.03992989,0.041226031,0.065403124,NA,21.95428222,NA,NA
1987-07-23,0.054764591,8.463427508,NA,0.03992989,0.042091616,0.08202478,NA,24.05618065,NA,NA
1987-07-24,0.055646304,8.212357341,0.581994905,0.03992989,0.04295837,0.098872055,NA,24.69170457,NA,NA
1987-07-25,0.054764591,7.029406785,0.623301307,0.038636501,0.038636501,0.059625191,NA,21.67596912,NA,NA
1987-07-26,0.054324082,5.13678774,0.427942545,0.03949845,0.03906732,0.050370244,NA,19.46620414,NA,NA
1987-07-27,0.053003967,3.767712519,NA,0.03949845,0.03992989,0.048619405,NA,23.63376126,NA,NA
1987-07-28,0.053883807,5.681087364,0.071663164,0.03992989,0.040361635,0.049494317,NA,25.54258654,NA,NA
1987-07-29,0.057854574,9.284037882,0.22594019,0.03992989,0.041226031,0.053883807,NA,25.18756556,NA,NA
1987-07-30,0.060955426,10.49559176,0.716903196,0.03949845,0.041226031,0.061399264,NA,29.27555934,NA,NA
1987-07-31,0.062287569,8.400595921,0.785029301,0.03906732,0.03992989,0.060511801,NA,28.04703736,NA,NA
1987-08-01,0.060068388,7.029406785,0.576845159,0.03949845,0.040361635,0.055646304,NA,28.47973749,NA,NA
1987-08-02,0.059625191,8.149697131,0.346743778,0.040361635,0.041658676,0.060511801,NA,28.33539532,NA,NA
1987-08-03,0.056528935,6.72086681,0.23223382,0.040793683,0.042524848,0.07570673,NA,28.55194932,NA,NA
1987-08-04,0.055205332,7.587726192,0.176985227,0.03992989,0.041658676,0.064066666,NA,24.19721203,NA,NA
1987-08-05,0.060068388,11.20333603,0.276592068,0.03949845,0.040361635,0.052125084,NA,24.26776981,NA,NA
1987-08-06,0.06584901,14.47475071,0.386198705,0.040361635,0.041658676,0.060068388,NA,25.68478913,NA,NA
1987-08-07,0.069870772,18.64533374,0.800809094,0.03992989,0.04295837,0.085195994,NA,24.47961128,NA,NA
1987-08-08,0.071214787,20.42928978,1.109682731,0.038205996,0.04295837,0.098414074,NA,24.1266823,NA,NA
1987-08-09,0.071214787,20.6364149,1.556494236,0.03906732,0.053883807,0.154712542,NA,24.40896945,NA,NA
1987-08-10,0.066741377,16.34329093,0.922465567,0.040361635,0.067634527,0.190344148,NA,24.1266823,NA,NA
1987-08-11,0.066295095,17.21927999,0.556277276,0.041658676,0.065403124,0.219658129,NA,24.26776981,NA,NA
1987-08-12,0.067634527,19.32909383,1.217673964,0.041658676,0.087920374,0.255080164,NA,24.90404921,NA,NA
1987-08-13,0.063621584,13.22145051,1.956546123,0.040361635,0.059625191,0.255080164,NA,24.97488653,NA,NA
1987-08-14,0.058296899,6.413535864,1.201431588,0.040361635,0.047308976,0.166535176,NA,24.47961128,NA,NA
1987-08-15,0.056087506,4.1808099,0.453223032,0.040793683,0.046436672,0.0788616,NA,23.91526162,NA,NA
1987-08-16,0.050808584,4.062444321,0.258494736,0.041658676,0.046436672,0.074806906,NA,23.56345664,NA,NA
1987-08-17,0.051247172,4.776475763,0.229811842,0.041226031,0.045130235,0.07570673,NA,23.1422223,NA,NA
1987-08-18,0.050808584,5.13678774,0.154240844,0.040793683,0.04295837,0.061399264,NA,23.1422223,NA,NA
1987-08-19,0.050808584,6.536321022,0.191779217,0.040793683,0.042091616,0.056970591,NA,23.1422223,NA,NA
1987-08-20,0.053003967,7.339124176,0.361194249,0.040793683,0.04295837,0.066295095,NA,22.93198754,NA,NA
1987-08-21,0.057412471,7.774651592,0.6026243,0.040361635,0.041658676,0.063176706,NA,23.07211568,NA,NA
1987-08-22,0.059625191,7.029406785,0.623301307,0.040361635,0.041226031,0.065403124,NA,22.86196608,NA,NA
1987-08-23,0.058739445,5.076590245,0.203765284,0.041226031,0.042524848,0.066295095,NA,22.51228565,NA,NA
1987-08-24,NA,10.55974454,0.811340715,0.042091616,0.044695303,0.080216248,NA,22.93198754,NA,NA
1987-08-25,NA,9.220667564,1.578545133,0.043392179,0.051686006,0.159434697,NA,23.28252058,NA,NA
1987-08-26,NA,5.741838092,0.84299092,0.042524848,0.049056733,0.154240844,NA,23.07211568,NA,NA
1987-08-27,NA,5.197042389,0.437537698,0.041226031,0.03992989,0.0788616,NA,26.11206107,NA,NA
1987-08-28,NA,4.716630752,0.135453664,0.041226031,0.03906732,0.036487187,NA,27.61531779,NA,NA
1987-08-29,NA,6.107448392,0.071663164,0.041658676,0.03906732,0.02420008,NA,27.47162963,NA,NA
1987-08-30,NA,6.905847794,0.125192033,0.042524848,0.03949845,0.030938805,NA,27.54346005,NA,NA
1987-08-31,NA,6.597787486,0.27463172,0.04295837,0.040361635,0.044260648,NA,27.54346005,NA,NA
